v0ait____a	avoir
v1__t_q_zz	empaler
v1__t_q_zz	empiler
v1__t_q_zz	emplafonner
v1__t_q_zz	empoigner
v1__t_q_zz	empoisonner
v1__t_q_zz	emporter
v1__t_q_zz	empourprer
v1__t_q_zz	empoussiérer
v1__t_q_zz	emprisonner
v1__t_q_zz	empâter
v1__t_q_zz	empéguer
v1__t_q_zz	empêcher
v1__t_q_zz	empêtrer
v1__t_q_zz	encagouler
v1__t_q_zz	encanailler
v1__t_q_zz	encapuchonner
v1__t_q_zz	encastrer
v1__t_q_zz	enchanter
v1__t_q_zz	enchevêtrer
v1__t_q_zz	enchâsser
v1__t_q_zz	enclaver
v1__t_q_zz	enclencher
v1__t_q_zz	encolérer
v1__t_q_zz	encombrer
v1__t_q_zz	encorder
v1__t_q_zz	encourager
v1__t_q_zz	encrasser
v1__t_q_zz	encrouter
v1__t_q_zz	encroûter
v1__t_q_zz	endetter
v1__t_q_zz	endimancher
v1__t_q_zz	enfarger
v1__t_q_zz	enfermer
v1__t_q_zz	enferrer
v1__t_q_zz	enfiler
v1__t_q_zz	enfiévrer
v1__t_q_zz	enflammer
v1__t_q_zz	enfoirer
v1__t_q_zz	enfourailler
v1__t_q_zz	enfourner
v1__t_q_zz	enfumer
v1__t_q_zz	engluer
v1__t_q_zz	engorger
v1__t_q_zz	engouffrer
v1__t_q_zz	engrainer
v1__t_q_zz	engrener
v1__t_q_zz	engrumeler
v1__t_q_zz	engueuler
v1__t_q_zz	enjoliver
v1__t_q_zz	enjuiver
v1__t_q_zz	enlacer
v1__t_q_zz	enlever
v1__t_q_zz	enliser
v1__t_q_zz	ennuager
v1__t_q_zz	enquiquiner
v1__t_q_zz	enraciner
v1__t_q_zz	enrayer
v1__t_q_zz	enregistrer
v1__t_q_zz	enrhumer
v1__t_q_zz	enrober
v1__t_q_zz	enrouer
v1__t_q_zz	enrouler
v1__t_q_zz	enrubanner
v1__t_q_zz	enrôler
v1__t_q_zz	ensabler
v1__t_q_zz	enseigner
v1__t_q_zz	entabler
v1__t_q_zz	entailler
v1__t_q_zz	entartrer
v1__t_q_zz	entasser
v1__t_q_zz	enterrer
v1__t_q_zz	enthousiasmer
v1__t_q_zz	entifler
v1__t_q_zz	entortiller
v1__t_q_zz	entourer
v1__t_q_zz	entre-tisser
v1__t_q_zz	entrebâiller
v1__t_q_zz	entrechoquer
v1__t_q_zz	entrecouper
v1__t_q_zz	entrecroiser
v1__t_q_zz	entrelacer
v1__t_q_zz	entremêler
v1__t_q_zz	entretisser
v1__t_q_zz	enturbanner
v1__t_q_zz	enténébrer
v1__t_q_zz	entêter
v1__t_q_zz	envaser
v1__t_q_zz	envelopper
v1__t_q_zz	envenimer
v1__t_q_zz	environner
v1__t_q_zz	escamoter
v1__t_q_zz	espacer
v1__t_q_zz	esquinter
v1__t_q_zz	esquisser
v1__t_q_zz	esquiver
v1__t_q_zz	essorer
v1__t_q_zz	essouffler
v1__t_q_zz	essuyer
v1__t_q_zz	estimer
v1__t_q_zz	estomper
v1__t_q_zz	estropier
v1__t_q_zz	européaniser
v1__t_q_zz	exacerber
v1__t_q_zz	exalter
v1__t_q_zz	exaspérer
v1__t_q_zz	exaucer
v1__t_q_zz	exciter
v1__t_q_zz	excuser
v1__t_q_zz	exempter
v1__t_q_zz	exfolier
v1__t_q_zz	exhaler
v1__t_q_zz	exhiber
v1__t_q_zz	exhorter
v1__t_q_zz	exiler
v1__t_q_zz	exonérer
v1__t_q_zz	expatrier
v1__t_q_zz	expier
v1__t_q_zz	exprimer
v1__t_q_zz	expulser
v1__t_q_zz	extirper
v1__t_q_zz	extravaser
v1__t_q_zz	extrémiser
v1__t_q_zz	exténuer
v1__t_q_zz	extérioriser
v1__t_q_zz	faciliter
v1__t_q_zz	fagoter
v1__t_q_zz	faisander
v1__t_q_zz	familiariser
v1__t_q_zz	fanatiser
v1__t_q_zz	faner
v1__t_q_zz	fausser
v1__t_q_zz	fendiller
v1__t_q_zz	fiancer
v1__t_q_zz	ficher
v1__t_q_zz	finlandiser
v1__t_q_zz	fissurer
v1__t_q_zz	flageller
v1__t_q_zz	flanquer
v1__t_q_zz	flatter
v1__t_q_zz	focaliser
v1__t_q_zz	formaliser
v1__t_q_zz	formuler
v1__t_q_zz	fortifier
v1__t_q_zz	fossiliser
v1__t_q_zz	fouler
v1__t_q_zz	fourrer
v1__t_q_zz	fourvoyer
v1__t_q_zz	fracasser
v1__t_q_zz	fractionner
v1__t_q_zz	fracturer
v1__t_q_zz	frictionner
v1__t_q_zz	friper
v1__t_q_zz	froisser
v1__t_q_zz	froncer
v1__t_q_zz	frusquer
v1__t_q_zz	frôler
v1__t_q_zz	fâcher
v1__t_q_zz	fédéraliser
v1__t_q_zz	fédérer
v1__t_q_zz	féliciter
v1__t_q_zz	féminiser
v1__t_q_zz	fêler
v1__t_q_zz	gameler
v1__t_q_zz	gangrener
v1__t_q_zz	gangréner
v1__t_q_zz	garder
v1__t_q_zz	garer
v1__t_q_zz	gaver
v1__t_q_zz	givrer
v1__t_q_zz	glorifier
v1__t_q_zz	gorger
v1__t_q_zz	goupiller
v1__t_q_zz	grammaticaliser
v1__t_q_zz	greffer
v1__t_q_zz	grimer
v1__t_q_zz	griser
v1__t_q_zz	guider
v1__t_q_zz	guinder
v1__t_q_zz	guêtrer
v1__t_q_zz	gâter
v1__t_q_zz	gélifier
v1__t_q_zz	généraliser
v1__t_q_zz	géolocaliser
v1__t_q_zz	gêner
v1__t_q_zz	habiller
v1__t_q_zz	habituer
v1__t_q_zz	harmoniser
v1__t_q_zz	harnacher
v1__t_q_zz	hasarder
v1__t_q_zz	hausser
v1__t_q_zz	hispaniser
v1__t_q_zz	hisser
v1__t_q_zz	honorer
v1__t_q_zz	humaniser
v1__t_q_zz	humecter
v1__t_q_zz	humilier
v1__t_q_zz	hybrider
v1__t_q_zz	hydrater
v1__t_q_zz	hypertrophier
v1__t_q_zz	hypnotiser
v1__t_q_zz	hypothéquer
v1__t_q_zz	hâler
v1__t_q_zz	hâter
v1__t_q_zz	hébéter
v1__t_q_zz	héler
v1__t_q_zz	hérisser
v1__t_q_zz	identifier
v1__t_q_zz	idéaliser
v1__t_q_zz	ignorer
v1__t_q_zz	illuminer
v1__t_q_zz	illusionner
v1__t_q_zz	illustrer
v1__t_q_zz	imaginer
v1__t_q_zz	imbiber
v1__t_q_zz	imbriquer
v1__t_q_zz	immatérialiser
v1__t_q_zz	immerger
v1__t_q_zz	immobiliser
v1__t_q_zz	immoler
v1__t_q_zz	immortaliser
v1__t_q_zz	immuniser
v1__t_q_zz	impatienter
v1__t_q_zz	impatroniser
v1__t_q_zz	implanter
v1__t_q_zz	impliquer
v1__t_q_zz	imposer
v1__t_q_zz	imprimer
v1__t_q_zz	imprégner
v1__t_q_zz	incarner
v1__t_q_zz	incorporer
v1__t_q_zz	incriminer
v1__t_q_zz	incruster
v1__t_q_zz	incurver
v1__t_q_zz	indemniser
v1__t_q_zz	indigner
v1__t_q_zz	individualiser
v1__t_q_zz	individuer
v1__t_q_zz	industrialiser
v1__t_q_zz	infatuer
v1__t_q_zz	infecter
v1__t_q_zz	infiltrer
v1__t_q_zz	informatiser
v1__t_q_zz	inféoder
v1__t_q_zz	ingérer
v1__t_q_zz	initier
v1__t_q_zz	injecter
v1__t_q_zz	injurier
v1__t_q_zz	inoculer
v1__t_q_zz	inonder
v1__t_q_zz	inquiéter
v1__t_q_zz	insensibiliser
v1__t_q_zz	insinuer
v1__t_q_zz	installer
v1__t_q_zz	instaurer
v1__t_q_zz	instituer
v1__t_q_zz	institutionnaliser
v1__t_q_zz	insérer
v1__t_q_zz	intensifier
v1__t_q_zz	intercaler
v1__t_q_zz	internationaliser
v1__t_q_zz	interposer
v1__t_q_zz	interpréter
v1__t_q_zz	interroger
v1__t_q_zz	intituler
v1__t_q_zz	intoxiquer
v1__t_q_zz	introniser
v1__t_q_zz	inverser
v1__t_q_zz	inviter
v1__t_q_zz	iriser
v1__t_q_zz	irriter
v1__t_q_zz	islamiser
v1__t_q_zz	isoler
v1__t_q_zz	jalouser
v1__t_q_zz	japoniser
v1__t_q_zz	kératiniser
v1__t_q_zz	labialiser
v1__t_q_zz	labourer
v1__t_q_zz	lacer
v1__t_q_zz	laisser
v1__t_q_zz	lancer
v1__t_q_zz	lapidifier
v1__t_q_zz	laver
v1__t_q_zz	laïciser
v1__t_q_zz	lester
v1__t_q_zz	leurrer
v1__t_q_zz	libéraliser
v1__t_q_zz	libérer
v1__t_q_zz	liguer
v1__t_q_zz	linger
v1__t_q_zz	liquéfier
v1__t_q_zz	liserer
v1__t_q_zz	localiser
v1__t_q_zz	loquer
v1__t_q_zz	lover
v1__t_q_zz	luxer
v1__t_q_zz	lécher
v1__t_q_zz	léguer
v1__t_q_zz	madériser
v1__t_q_zz	maganer
v1__t_q_zz	maitriser
v1__t_q_zz	manier
v1__t_q_zz	manigancer
v1__t_q_zz	maniérer
v1__t_q_zz	maquer
v1__t_q_zz	maquiller
v1__t_q_zz	marginaliser
v1__t_q_zz	marier
v1__t_q_zz	masculiniser
v1__t_q_zz	massacrer
v1__t_q_zz	masser
v1__t_q_zz	masturber
v1__t_q_zz	matérialiser
v1__t_q_zz	maîtriser
v1__t_q_zz	menotter
v1__t_q_zz	meubler
v1__t_q_zz	mignoter
v1__t_q_zz	mirer
v1__t_q_zz	mithridatiser
v1__t_q_zz	mobiliser
v1__t_q_zz	modeler
v1__t_q_zz	moderniser
v1__t_q_zz	modérer
v1__t_q_zz	momifier
v1__t_q_zz	mondialiser
v1__t_q_zz	moquer
v1__t_q_zz	mortifier
v1__t_q_zz	murer
v1__t_q_zz	musser
v1__t_q_zz	mutiler
v1__t_q_zz	ménager
v1__t_q_zz	mépriser
v1__t_q_zz	métamorphoser
v1__t_q_zz	mêler
v1__t_q_zz	nacrer
v1__t_q_zz	nasaliser
v1__t_q_zz	neutraliser
v1__t_q_zz	nimber
v1__t_q_zz	nipper
v1__t_q_zz	nitrifier
v1__t_q_zz	nommer
v1__t_q_zz	normaliser
v1__t_q_zz	noyer
v1__t_q_zz	numéroter
v1__t_q_zz	néantiser
v1__t_q_zz	nécroser
v1__t_q_zz	négliger
v1__t_q_zz	objectiver
v1__t_q_zz	obstruer
v1__t_q_zz	obérer
v1__t_q_zz	occidentaliser
v1__t_q_zz	occuper
v1__t_q_zz	octroyer
v1__t_q_zz	offenser
v1__t_q_zz	offusquer
v1__t_q_zz	opacifier
v1__t_q_zz	opposer
v1__t_q_zz	organiser
v1__t_q_zz	orientaliser
v1__t_q_zz	orienter
v1__t_q_zz	originer
v1__t_q_zz	orner
v1__t_q_zz	ossifier
v1__t_q_zz	outiller
v1__t_q_zz	overclocker
v1__t_q_zz	oxyder
v1__t_q_zz	oxygéner
v1__t_q_zz	pacser
v1__t_q_zz	panser
v1__t_q_zz	parcelliser
v1__t_q_zz	parcheminer
v1__t_q_zz	parfumer
v1__t_q_zz	particulariser
v1__t_q_zz	passionner
v1__t_q_zz	paumer
v1__t_q_zz	peigner
v1__t_q_zz	pelotonner
v1__t_q_zz	perfectionner
v1__t_q_zz	perpétrer
v1__t_q_zz	perpétuer
v1__t_q_zz	persuader
v1__t_q_zz	peupler
v1__t_q_zz	placer
v1__t_q_zz	planter
v1__t_q_zz	plaquer
v1__t_q_zz	plomber
v1__t_q_zz	ploquer
v1__t_q_zz	pluraliser
v1__t_q_zz	poivrer
v1__t_q_zz	polariser
v1__t_q_zz	politiser
v1__t_q_zz	pommader
v1__t_q_zz	pomponner
v1__t_q_zz	populariser
v1__t_q_zz	positionner
v1__t_q_zz	poster
v1__t_q_zz	poudrer
v1__t_q_zz	pourchasser
v1__t_q_zz	pourlécher
v1__t_q_zz	pressurer
v1__t_q_zz	priver
v1__t_q_zz	proclamer
v1__t_q_zz	procurer
v1__t_q_zz	prodiguer
v1__t_q_zz	professionnaliser
v1__t_q_zz	profiler
v1__t_q_zz	projeter
v1__t_q_zz	prolonger
v1__t_q_zz	promener
v1__t_q_zz	propager
v1__t_q_zz	proportionner
v1__t_q_zz	propulser
v1__t_q_zz	proroger
v1__t_q_zz	prosterner
v1__t_q_zz	prostituer
v1__t_q_zz	protéger
v1__t_q_zz	prouver
v1__t_q_zz	provoquer
v1__t_q_zz	précariser
v1__t_q_zz	précautionner
v1__t_q_zz	précipiter
v1__t_q_zz	prénommer
v1__t_q_zz	préoccuper
v1__t_q_zz	prépositionner
v1__t_q_zz	préserver
v1__t_q_zz	purger
v1__t_q_zz	purifier
v1__t_q_zz	putréfier
v1__t_q_zz	pétrifier
v1__t_q_zz	qualifier
v1__t_q_zz	quereller
v1__t_q_zz	questionner
v1__t_q_zz	rabaisser
v1__t_q_zz	rabibocher
v1__t_q_zz	raccommoder
v1__t_q_zz	raccorder
v1__t_q_zz	raccoutumer
v1__t_q_zz	racheter
v1__t_q_zz	racler
v1__t_q_zz	raconter
v1__t_q_zz	radicaliser
v1__t_q_zz	rajuster
v1__t_q_zz	ramasser
v1__t_q_zz	ramener
v1__t_q_zz	rameuter
v1__t_q_zz	ramifier
v1__t_q_zz	rancarder
v1__t_q_zz	ranger
v1__t_q_zz	ranimer
v1__t_q_zz	rapatrier
v1__t_q_zz	rapproprier
v1__t_q_zz	rapprovisionner
v1__t_q_zz	raréfier
v1__t_q_zz	raser
v1__t_q_zz	rassasier
v1__t_q_zz	rassembler
v1__t_q_zz	rassurer
v1__t_q_zz	rasséréner
v1__t_q_zz	ratatiner
v1__t_q_zz	rationner
v1__t_q_zz	rattacher
v1__t_q_zz	rattraper
v1__t_q_zz	ravaler
v1__t_q_zz	ravitailler
v1__t_q_zz	raviver
v1__t_q_zz	rayer
v1__t_q_zz	reboucher
v1__t_q_zz	reboutonner
v1__t_q_zz	rebraguetter
v1__t_q_zz	recacher
v1__t_q_zz	recapitaliser
v1__t_q_zz	recaser
v1__t_q_zz	rechanger
v1__t_q_zz	rechausser
v1__t_q_zz	recoiffer
v1__t_q_zz	recommander
v1__t_q_zz	recompléter
v1__t_q_zz	recomposer
v1__t_q_zz	reconfirmer
v1__t_q_zz	reconnecter
v1__t_q_zz	reconstituer
v1__t_q_zz	recontrôler
v1__t_q_zz	recoquiller
v1__t_q_zz	recoucher
v1__t_q_zz	recouper
v1__t_q_zz	recourber
v1__t_q_zz	recréer
v1__t_q_zz	reculotter
v1__t_q_zz	recycler
v1__t_q_zz	redresser
v1__t_q_zz	redécouper
v1__t_q_zz	redémontrer
v1__t_q_zz	redévelopper
v1__t_q_zz	refermer
v1__t_q_zz	refixer
v1__t_q_zz	refléter
v1__t_q_zz	reformer
v1__t_q_zz	refréner
v1__t_q_zz	regrouper
v1__t_q_zz	rehausser
v1__t_q_zz	rejeter
v1__t_q_zz	relaxer
v1__t_q_zz	relocaliser
v1__t_q_zz	reloger
v1__t_q_zz	remaquiller
v1__t_q_zz	remarier
v1__t_q_zz	remilitariser
v1__t_q_zz	remiser
v1__t_q_zz	remobiliser
v1__t_q_zz	remotiver
v1__t_q_zz	remoucher
v1__t_q_zz	remparder
v1__t_q_zz	remplacer
v1__t_q_zz	remplumer
v1__t_q_zz	remémorer
v1__t_q_zz	renfermer
v1__t_q_zz	renforcer
v1__t_q_zz	renier
v1__t_q_zz	renseigner
v1__t_q_zz	renuméroter
v1__t_q_zz	renverser
v1__t_q_zz	renvoyer
v1__t_q_zz	repeigner
v1__t_q_zz	repeupler
v1__t_q_zz	replacer
v1__t_q_zz	replier
v1__t_q_zz	repointer
v1__t_q_zz	reporter
v1__t_q_zz	repositionner
v1__t_q_zz	reposter
v1__t_q_zz	repoudrer
v1__t_q_zz	reprocher
v1__t_q_zz	reprogrammer
v1__t_q_zz	repérer
v1__t_q_zz	requalifier
v1__t_q_zz	requestionner
v1__t_q_zz	requinquer
v1__t_q_zz	resemer
v1__t_q_zz	resituer
v1__t_q_zz	respecter
v1__t_q_zz	respiritualiser
v1__t_q_zz	ressemer
v1__t_q_zz	resserrer
v1__t_q_zz	ressouder
v1__t_q_zz	ressourcer
v1__t_q_zz	ressuyer
v1__t_q_zz	restabiliser
v1__t_q_zz	restaurer
v1__t_q_zz	restructurer
v1__t_q_zz	retaper
v1__t_q_zz	retrancher
v1__t_q_zz	retransformer
v1__t_q_zz	retremper
v1__t_q_zz	retrousser
v1__t_q_zz	reverrouiller
v1__t_q_zz	revérifier
v1__t_q_zz	rhabiller
v1__t_q_zz	rider
v1__t_q_zz	ridiculiser
v1__t_q_zz	rincer
v1__t_q_zz	risquer
v1__t_q_zz	ronger
v1__t_q_zz	ruiner
v1__t_q_zz	réabonner
v1__t_q_zz	réaccoutumer
v1__t_q_zz	réadapter
v1__t_q_zz	réajuster
v1__t_q_zz	réalimenter
v1__t_q_zz	réaliser
v1__t_q_zz	réanalyser
v1__t_q_zz	réapprovisionner
v1__t_q_zz	réargenter
v1__t_q_zz	réassumer
v1__t_q_zz	réattribuer
v1__t_q_zz	réchauffer
v1__t_q_zz	récolter
v1__t_q_zz	récompenser
v1__t_q_zz	réconcilier
v1__t_q_zz	réconforter
v1__t_q_zz	récréer
v1__t_q_zz	récuser
v1__t_q_zz	rédimer
v1__t_q_zz	réenclencher
v1__t_q_zz	réengager
v1__t_q_zz	réenregistrer
v1__t_q_zz	réexaminer
v1__t_q_zz	réformer
v1__t_q_zz	réfréner
v1__t_q_zz	régaler
v1__t_q_zz	régénérer
v1__t_q_zz	réhabiliter
v1__t_q_zz	réhabituer
v1__t_q_zz	réincarner
v1__t_q_zz	réincruder
v1__t_q_zz	réinstaller
v1__t_q_zz	réinsérer
v1__t_q_zz	réinterroger
v1__t_q_zz	réinventer
v1__t_q_zz	réorganiser
v1__t_q_zz	réorienter
v1__t_q_zz	répercuter
v1__t_q_zz	réserver
v1__t_q_zz	résigner
v1__t_q_zz	résorber
v1__t_q_zz	résumer
v1__t_q_zz	rétamer
v1__t_q_zz	rétracter
v1__t_q_zz	réveiller
v1__t_q_zz	réverbérer
v1__t_q_zz	révolter
v1__t_q_zz	révulser
v1__t_q_zz	rééquiper
v1__t_q_zz	saborder
v1__t_q_zz	sabouler
v1__t_q_zz	sacrifier
v1__t_q_zz	saluer
v1__t_q_zz	sangler
v1__t_q_zz	saouler
v1__t_q_zz	saper
v1__t_q_zz	satelliser
v1__t_q_zz	savonner
v1__t_q_zz	scinder
v1__t_q_zz	sclérifier
v1__t_q_zz	scléroser
v1__t_q_zz	secouer
v1__t_q_zz	sectionner
v1__t_q_zz	segmenter
v1__t_q_zz	sensibiliser
v1__t_q_zz	silhouetter
v1__t_q_zz	singulariser
v1__t_q_zz	siniser
v1__t_q_zz	sociabiliser
v1__t_q_zz	solder
v1__t_q_zz	solidariser
v1__t_q_zz	solidifier
v1__t_q_zz	sophistiquer
v1__t_q_zz	soucier
v1__t_q_zz	souder
v1__t_q_zz	soulager
v1__t_q_zz	souler
v1__t_q_zz	soulever
v1__t_q_zz	soûler
v1__t_q_zz	spatialiser
v1__t_q_zz	spécialiser
v1__t_q_zz	stabiliser
v1__t_q_zz	stimuler
v1__t_q_zz	structurer
v1__t_q_zz	subordonner
v1__t_q_zz	substituer
v1__t_q_zz	superposer
v1__t_q_zz	supplanter
v1__t_q_zz	supporter
v1__t_q_zz	supprimer
v1__t_q_zz	surajouter
v1__t_q_zz	suralimenter
v1__t_q_zz	surcadencer
v1__t_q_zz	surendetter
v1__t_q_zz	surestimer
v1__t_q_zz	surimposer
v1__t_q_zz	surmener
v1__t_q_zz	surmonter
v1__t_q_zz	surpasser
v1__t_q_zz	surveiller
v1__t_q_zz	suspecter
v1__t_q_zz	sustenter
v1__t_q_zz	syndiquer
v1__t_q_zz	sédentariser
v1__t_q_zz	tabasser
v1__t_q_zz	tamponner
v1__t_q_zz	taquiner
v1__t_q_zz	taveler
v1__t_q_zz	technocratiser
v1__t_q_zz	teinter
v1__t_q_zz	tempérer
v1__t_q_zz	terminer
v1__t_q_zz	toiletter
v1__t_q_zz	toiser
v1__t_q_zz	tolérer
v1__t_q_zz	torcher
v1__t_q_zz	touer
v1__t_q_zz	tourmenter
v1__t_q_zz	tracasser
v1__t_q_zz	tramer
v1__t_q_zz	tranquilliser
v1__t_q_zz	transcender
v1__t_q_zz	transfigurer
v1__t_q_zz	transformer
v1__t_q_zz	transmuer
v1__t_q_zz	transmuter
v1__t_q_zz	transplanter
v1__t_q_zz	transporter
v1__t_q_zz	trimbaler
v1__t_q_zz	trimballer
v1__t_q_zz	troubler
v1__t_q_zz	trouer
v1__t_q_zz	trousser
v1__t_q_zz	tuméfier
v1__t_q_zz	tutoyer
v1__t_q_zz	télescoper
v1__t_q_zz	téléporter
v1__t_q_zz	tétaniser
v1__t_q_zz	ulcérer
v1__t_q_zz	unifier
v1__t_q_zz	universaliser
v1__t_q_zz	valoriser
v1__t_q_zz	vanter
v1__t_q_zz	velouter
v1__t_q_zz	venger
v1__t_q_zz	verrouiller
v1__t_q_zz	vexer
v1__t_q_zz	vider
v1__t_q_zz	violacer
v1__t_q_zz	visser
v1__t_q_zz	volatiliser
v1__t_q_zz	vouer
v1__t_q_zz	vousoyer
v1__t_q_zz	voussoyer
v1__t_q_zz	vouter
v1__t_q_zz	vouvoyer
v1__t_q_zz	voûter
v1__t_q_zz	véhiculer
v1__t_q_zz	vérifier
v1__t_q_zz	ébaucher
v1__t_q_zz	éborgner
v1__t_q_zz	ébouillanter
v1__t_q_zz	ébranler
v1__t_q_zz	ébruiter
v1__t_q_zz	ébrécher
v1__t_q_zz	écailler
v1__t_q_zz	écaler
v1__t_q_zz	échanger
v1__t_q_zz	écharper
v1__t_q_zz	échauder
v1__t_q_zz	échauffer
v1__t_q_zz	écheler
v1__t_q_zz	échelonner
v1__t_q_zz	échiner
v1__t_q_zz	éclabousser
v1__t_q_zz	éclipser
v1__t_q_zz	écolleter
v1__t_q_zz	écorcher
v1__t_q_zz	écouler
v1__t_q_zz	égarer
v1__t_q_zz	égayer
v1__t_q_zz	égorger
v1__t_q_zz	égrainer
v1__t_q_zz	égratigner
v1__t_q_zz	égrener
v1__t_q_zz	éjecter
v1__t_q_zz	élaborer
v1__t_q_zz	électrocuter
v1__t_q_zz	élider
v1__t_q_zz	émacier
v1__t_q_zz	émanciper
v1__t_q_zz	émerveiller
v1__t_q_zz	émietter
v1__t_q_zz	émotionner
v1__t_q_zz	émousser
v1__t_q_zz	émoustiller
v1__t_q_zz	énerver
v1__t_q_zz	énoncer
v1__t_q_zz	épancher
v1__t_q_zz	éparpiller
v1__t_q_zz	épater
v1__t_q_zz	épauler
v1__t_q_zz	éperonner
v1__t_q_zz	épiler
v1__t_q_zz	éployer
v1__t_q_zz	éponger
v1__t_q_zz	épouiller
v1__t_q_zz	épouvanter
v1__t_q_zz	éprouver
v1__t_q_zz	épucer
v1__t_q_zz	épuiser
v1__t_q_zz	épurer
v1__t_q_zz	équilibrer
v1__t_q_zz	équiper
v1__t_q_zz	érafler
v1__t_q_zz	érailler
v1__t_q_zz	éreinter
v1__t_q_zz	ériger
v1__t_q_zz	éroder
v1__t_q_zz	étager
v1__t_q_zz	éterniser
v1__t_q_zz	étioler
v1__t_q_zz	étirer
v1__t_q_zz	étoffer
v1__t_q_zz	étoiler
v1__t_q_zz	étonner
v1__t_q_zz	étrangler
v1__t_q_zz	étriper
v1__t_q_zz	évacuer
v1__t_q_zz	évaluer
v1__t_q_zz	évaporer
v1__t_q_zz	évaser
v1__t_q_zz	éveiller
v1__t_q_zz	éventer
v1__t_q_zz	éventrer
v1__t_q_zz	ôter
v1__t_x__a	accompagner
v1__t_x__a	interchanger
v1__t_x__a	mériter
v1__t_x__a	remarquer
v1__tn__zz	agréer
v1__tn__zz	arguer
v1__tn__zz	argüer
v1__tn__zz	aspirer
v1__tn__zz	conseiller
v1__tn__zz	dédaigner
v1__tn__zz	déférer
v1__tn__zz	infliger
v1__tn__zz	préjuger
v1__tn__zz	préméditer
v1__tn__zz	présumer
v1__tn__zz	retoucher
v1__tn__zz	retâter
v1__tn__zz	répugner
v1__tn__zz	statuer
v1__tn__zz	suppléer
v1__tn__zz	trafiquer
v1__tn__zz	tâcher
v1__tn__zz	témoigner
v1__tn__zz	zoomer
v1__tn__zz	épiloguer
v1__tnq__a	accorder
v1__tnq__a	adapter
v1__tnq__a	alimenter
v1__tnq__a	amener
v1__tnq__a	autoriser
v1__tnq__a	destiner
v1__tnq__a	déclarer
v1__tnq__a	employer
v1__tnq__a	exposer
v1__tnq__a	lier
v1__tnq__a	montrer
v1__tnq__a	obliger
v1__tnq__a	préparer
v1__tnq__a	redéclarer
v1__tnq__a	révéler
v1__tnq__a	signaler
v1__tnq__a	surimpressionner
v1__tnq__a	élever
v1__tnq_zz	abuser
v1__tnq_zz	attoucher
v1__tnq_zz	badigeonner
v1__tnq_zz	bidonner
v1__tnq_zz	cogner
v1__tnq_zz	disposer
v1__tnq_zz	disputer
v1__tnq_zz	décider
v1__tnq_zz	imputer
v1__tnq_zz	justifier
v1__tnq_zz	méjuger
v1__tnq_zz	parer
v1__tnq_zz	recoller
v1__tnq_zz	réimputer
v1__tnq_zz	traiter
v1__tnq_zz	tâter
v1__tnq_zz	user
v1__tnq_zz	éviter
v1_i_____a	affluer
v1_i_____a	badiner
v1_i_____a	bruncher
v1_i_____a	chaluter
v1_i_____a	chatter
v1_i_____a	chuter
v1_i_____a	circuler
v1_i_____a	clampser
v1_i_____a	clasher
v1_i_____a	commercer
v1_i_____a	compétitionner
v1_i_____a	coévoluer
v1_i_____a	coïncider
v1_i_____a	demeurer
v1_i_____a	divaguer
v1_i_____a	divorcer
v1_i_____a	durer
v1_i_____a	enquêter
v1_i_____a	exister
v1_i_____a	germer
v1_i_____a	golfer
v1_i_____a	graviter
v1_i_____a	hésiter
v1_i_____a	insister
v1_i_____a	marcher
v1_i_____a	néologiser
v1_i_____a	occurrer
v1_i_____a	pandiculer
v1_i_____a	pivoter
v1_i_____a	procéder
v1_i_____a	pustuler
v1_i_____a	pécher
v1_i_____a	renauder
v1_i_____a	ruser
v1_i_____a	régresser
v1_i_____a	rétropédaler
v1_i_____a	sembler
v1_i_____a	slamer
v1_i_____a	tchatter
v1_i_____a	tosser
v1_i_____a	vagabonder
v1_i_____a	xyloglotter
v1_i_____a	émerger
v1_i____e_	décéder
v1_i____e_	prédécéder
v1_i____e_	retomber
v1_i____zz	aberrer
v1_i____zz	abomber
v1_i____zz	abonder
v1_i____zz	abriver
v1_i____zz	afférer
v1_i____zz	agioter
v1_i____zz	agneler
v1_i____zz	agoniser
v1_i____zz	ahaner
v1_i____zz	airer
v1_i____zz	alluvionner
v1_i____zz	ambiancer
v1_i____zz	ambler
v1_i____zz	aminer
v1_i____zz	anhéler
v1_i____zz	apatamer
v1_i____zz	apostasier
v1_i____zz	apponter
v1_i____zz	aquiger
v1_i____zz	arboriser
v1_i____zz	archaïser
v1_i____zz	arder
v1_i____zz	argotiser
v1_i____zz	argumenter
v1_i____zz	artiller
v1_i____zz	assoner
v1_i____zz	atermoyer
v1_i____zz	aubiner
v1_i____zz	babeler
v1_i____zz	babiller
v1_i____zz	bachoter
v1_i____zz	badger
v1_i____zz	bagoter
v1_i____zz	bagotter
v1_i____zz	bagouler
v1_i____zz	baligander
v1_i____zz	baller
v1_i____zz	bambocher
v1_i____zz	banquer
v1_i____zz	banqueter
v1_i____zz	barguigner
v1_i____zz	barjaquer
v1_i____zz	barloquer
v1_i____zz	barouder
v1_i____zz	baréter
v1_i____zz	baster
v1_i____zz	bateler
v1_i____zz	batifoler
v1_i____zz	bavarder
v1_i____zz	bavasser
v1_i____zz	baver
v1_i____zz	bavocher
v1_i____zz	bayer
v1_i____zz	bedonner
v1_i____zz	beloter
v1_i____zz	besogner
v1_i____zz	bibarder
v1_i____zz	bibeloter
